word,Positive,Negative
hợm mình,0,0
hồn,0,0
hôn mê,0,0
hơn mười lần,0,0
hơn nửa,0,0
hồn phách,0,0
hồn vía,0,0
hông,0,0
hợp chất,0,0
hợp hiến,0,0
hợp kim,0,0
hợp lôgic,0,0
hợp quy chuẩn,0,0
hợp thành,0,0
hợp với kinh điển,0,0
hợp với lô-gích,0,0
hợp với những quy tắc,0,0
hột,0,0
hư ảo,0,0
hứa,0,0
huấn luyện,0,0
hùng hồn,0,0
hùng mạnh khác thường,0,0
hướng đông,0,0
hương hồn,0,0
hướng lên,0,0
hướng nam,0,0
hướng tâm,0,0
hướng xuống,0,0
hút,0,0
hụt,0,0
hút nước,0,0
hữu cơ,0,0
hữu danh,0,0
hữu hạn,0,0
hữu hiệu,0,0
hữu hình,0,0
hữu sắc,0,0
hữu sinh,0,0
huỷ,0,0
huỷ bỏ,0,0
huy chương đồng,0,0
huyền,0,0
huyện,0,0
huyền ảo,0,0
huyền viễn,0,0
huỳnh quang,0,0
hydrat hoá,0,0
hydrate hoá,0,0
im,0,0
ing tai,0,0
ion,0,0
ít,0,0
ít có,0,0
ít đòi hỏi,0,0
ít hơn,0,0
ít nhất,0,0
ít nói,0,0
ít tầng,0,0
ít tuổi,0,0
kê,0,0
kế,0,0
kề,0,0
kề bên,0,0
kể cả,0,0
kế cận,0,0
kề cạnh,0,0
kế đến,0,0
kế liền,0,0
kế nhau,0,0
kế nhiệm,0,0
kế tiếp,0,0
kem,0,0
kèm,0,0
kém phát triển,0,0
kèm thêm,0,0
kèm theo,0,0
ken cứng,0,0
kèn túi,0,0
keo,0,0
kéo dài,0,0
kéo dài ra,0,0
kép,0,0
kết dính,0,0
kết luận,0,0
kết nối,0,0
kết tinh,0,0
kết tụ,0,0
khả dĩ,0,0
khả kiến,0,0
khả lường,0,0
khá mềm,0,0
khả nghi,0,0
khá nhiều,0,0
khả phân,0,0
khả tách,0,0
khả thi,0,0
khả thủ,0,0
khác,0,0
khắc,0,0
khác gốc,0,0
khác nhau,0,0
khác thể,0,0
khác trứng,0,0
khác xa,0,0
khác xa kết quả tìm kiếm,0,0
khách,0,0
khách hàng,0,0
khách quan,0,0
khan,0,0
khăn,0,0
khẩn,0,0
khăn đống,0,0
khăn tắm,0,0
kháng cáo,0,0
kháng sinh,0,0
kháng virus,0,0
khánh kiệt,0,0
khánh tận,0,0
khảo cổ,0,0
khấp khểnh,0,0
khắp nơi,0,0
khát,0,0
khát máu,0,0
khát nước,0,0
khẩu độ,0,0
khẽ,0,0
khe hở,0,0
khe khẽ,0,0
khen thưởng,0,0
khép kín,0,0
khép lại,0,0
khét tiếng,0,0
khêu gợi,0,0
khí quyển,0,0
khía,0,0
khiếm thị,0,0
khiêu khích,0,0
khít,0,0
khít nhau,0,0
khô,0,0
khổ,0,0
kho bạc,0,0
khó cầm,0,0
khó cảm thấy,0,0
khô cạn,0,0
khó chở,0,0
khó có thể,0,0
khô cứng,0,0
khó đoán định,0,0
khó giao tiếp,0,0
khó giữ,0,0
khó kiểm soát,0,0
khó nắm,0,0
khô nẻ,0,0
khó nhọc,0,0
khô nứt nẻ,0,0
khô nứt ra,0,0
khó sử dụng,0,0
khó vận chuyển,0,0
kho vũ khí,0,0
khô xác ra,0,0
khoá,0,0
khóa nòng,0,0
khoái,0,0
khoái chí,0,0
khoái trá,0,0
khoằm,0,0
khoan liều,0,0
khoáng,0,0
khoảng,0,0
khoáng đạt,0,0
khoe,0,0
khoẻ,0,0
khoẻ hơn,0,0
khoẻ mạnh,0,0
khoẻ mạnh hơn,0,0
khởi động,0,0
khôn cùng,0,0
khôn kể xiết,0,0
khôn lanh,0,0
khôn lường,0,0
khôn xiết,0,0
không,0,0
không ai để ý,0,0
không ai thấy,0,0
không an cư,0,0
không âu yếm,0,0
không bằng lòng,0,0
không bao hàm,0,0
không bão hoà,0,0
không bắt chéo,0,0
không bắt chước,0,0
không bất ngờ,0,0
không bẻ cong được,0,0
không bến bờ,0,0
không béo,0,0
không bị bác bỏ,0,0
không bị biến đổi,0,0
không bị cạn,0,0
không bị chặn lại,0,0
không bị đảo,0,0
không bị đóng băng,0,0
không bị đóng cứng,0,0
không bị ép buộc,0,0
không bị gián đoạn,0,0
không bị khám phá,0,0
không bị khuấy,0,0
không bị khuấy đảo,0,0
không bị kiểm soát,0,0
không bị lắc,0,0
không bị nén lại,0,0
không bị ngăn chặn,0,0
không bị nghẽn,0,0
không bị ô uế,0,0
không bị phản đối,0,0
không bị phát giác,0,0
không bị phát hiện,0,0
không bị ràng buộc,0,0
không bị tắc,0,0
không bị thương,0,0
không bị trở ngại,0,0
không bị trói buộc,0,0
không biến điệu,0,0
không biến thể,0,0
không biết bao nhiêu mà kể,0,0
không biết một cách dứt khoát,0,0
không biết rõ ràng,0,0
không bình thường,0,0
không bờ bến,0,0
không bọc sắt,0,0
không bọc thép,0,0
không bối rối,0,0
không bớt,0,0
không buông lỏng,0,0
không cãi được,0,0
không cấm bán rượu,0,0
không cảm nhận được,0,0
không cần đến,0,0
không cân đối,0,0
không cần thiết,0,0
không cân xứng,0,0
không căng,0,0
không cánh,0,0
không cành,0,0
không cạnh tranh,0,0
không cập nhật,0,0
không cấp trước cho một người nhất định,0,0
không cắt,0,0
không chắc chắn,0,0
không chắc có,0,0
không chắc có thực,0,0
không chân,0,0
không chấp nhận được,0,0
không chặt,0,0
không chặt chẽ,0,0
không chê vào đâu được,0,0
không chết,0,0
không chia giáo phái,0,0
không chìm được,0,0
không chính thức,0,0
không chịu phục tùng,0,0
không chịu tuân theo,0,0
không chịu vâng lời,0,0
không chống lại được,0,0
không chủ động,0,0
không chủ tâm,0,0
không chủ trương cấm rượu,0,0
không chuẩn,0,0
không chuẩn bị,0,0
không chuẩn bị trước,0,0
không chút gì,0,0
không chút nào,0,0
không chuyên,0,0
không chuyên biệt,0,0
không chuyển động,0,0
không chuyên môn hoá,0,0
không chuyên quyền,0,0
không chuyên sâu,0,0
không có,0,0
không cỡ,0,0
không có ai đi theo,0,0
không có áo giáp bảo vệ,0,0
không có bản viết sẵn,0,0
không có biến cố,0,0
không có biến điệu,0,0
không có biến thể,0,0
không có cá tính cá nhân,0,0
không có cánh,0,0
không có cấu trúc,0,0
không có chân,0,0
không có chỗ ở nhất định,0,0
không có chủ,0,0
không có chướng ngại,0,0
không có chuyên môn,0,0
không có cỡ,0,0
không có có dại,0,0
không có đạn,0,0
không có đạn dược,0,0
không có dáng quý phái,0,0
không có đất mùn,0,0
không có dấu,0,0
không có địa chỉ,0,0
không có điều kiện,0,0
không có động cơ,0,0
không có ga,0,0
không có gai,0,0
không có gì vây quanh,0,0
không có giá trị pháp lí,0,0
không có giăng soi,0,0
không có hàm,0,0
không có hạt,0,0
không có hiệu quả,0,0
không có hình,0,0
không có học thức,0,0
không có hột,0,0
không có khí giới,0,0
không có khiếu thẩm mĩ,0,0
không có kĩ thuật,0,0
không có kịch tính,0,0
không có kinh nghiệm,0,0
không có liên hệ,0,0
không có liên quan,0,0
không có liên từ,0,0
không có lông,0,0
không có lông cứng,0,0
không có lực,0,0
không có mĩ thuật,0,0
không có mỡ,0,0
không có một,0,0
không có mùi,0,0
không có mùi thơm,0,0
không có nền công nghiệp phát triển,0,0
không có người đi theo,0,0
không có người ở,0,0
không có người thuê,0,0
không có nhạc tính,0,0
không có nhau,0,0
không có nhiều cây cối,0,0
không có nước,0,0
không có óc thẩm mĩ,0,0
không có quan hệ họ hàng,0,0
không có quy tắc,0,0
không có sai lầm,0,0
không có sai sót,0,0
không có size,0,0
không có sức,0,0
không có tác dụng,0,0
không có thẩm mĩ,0,0
không có thẩm quyền,0,0
không có thói quen,0,0
không có tình,0,0
không có tính cạnh tranh,0,0
không có tính chất đại điện,0,0
không có tính chất rõ rệt,0,0
không có tính co,0,0
không có tính dẫn,0,0
không có tính đua tranh,0,0
không có tính khoa học,0,0
không có tính nhạc,0,0
không có tính thương mại,0,0
không có tổ chức,0,0
không có trăng soi,0,0
không có vẻ hợp lí,0,0
không có vẻ thật,0,0
không có vỏ,0,0
không cố ý,0,0
không có yên,0,0
không còn cỏ dại,0,0
không còn hi vọng,0,0
không còn nguyên bản,0,0
không cong,0,0
không cùng trứng,0,0
không cưỡng lại được,0,0
không cương quyết,0,0
không đa dạng,0,0
không đặc biệt,0,0
không đặc trưng cho sân khấu,0,0
không đại chúng,0,0
không dài dòng,0,0
không dẫn,0,0
không dân chủ,0,0
không đàn ông,0,0
không đáng,0,0
không đáng chú ý,0,0
không đáng để ý,0,0
không đẳng hướng,0,0
không đáng kể,0,0
không đáng kính,0,0
không đáng kính trọng,0,0
không đảng phái,0,0
không đáng tôn trọng,0,0
không đáng trọng,0,0
không dễ ấn tượng,0,0
không dễ bảo,0,0
không dễ dãi,0,0
không dễ lĩnh hội,0,0
không dễ tiếp thu,0,0
không dễ tính,0,0
không đệm,0,0
không đếm được,0,0
không đếm xuể,0,0
không đều,0,0
không di chuyển,0,0
không địa chỉ,0,0
không điểm dừng,0,0
không diễn tả được,0,0
không điều kiện,0,0
không dính dáng,0,0
không dính lúi,0,0
không đo được,0,0
không đo lường được,0,0
không đoán trước,0,0
không độc,0,0
không độc đoán,0,0
không độc hại,0,0
không độc lập,0,0
không đòi hỏi,0,0
không đòi hỏi cao,0,0
không đông,0,0
không động cơ,0,0
không đông đúc,0,0
không đồng tình,0,0
không dột,0,0
không dự liệu,0,0
không đủ thẩm quyền,0,0
không dùng,0,0
không đúng,0,0
không dùng bạo lực,0,0
không đúng chuẩn,0,0
không đúng cỡ,0,0
không dùng động cơ,0,0
không đụng hàng,0,0
không dùng năng lượng,0,0
không đúng size,0,0
không dùng tiền,0,0
không đúng tiêu chuẩn,0,0
không được bao quanh,0,0
không được chiếu sáng,0,0
không được đánh dấu,0,0
không được dạy dỗ,0,0
không được động đến,0,0
không được giáo dục,0,0
không được giúp,0,0
không được giúp đỡ,0,0
không được hộ tống,0,0
không được khai thác,0,0
không được nhấn,0,0
không được nhấn mạnh,0,0
không được tán thành,0,0
không được thắp sáng,0,0
không được tháp tùng,0,0
không được tôi luyện,0,0
không được trợ cấp,0,0
không được trợ giúp,0,0
không được ưa chuộng,0,0
không được ưa thích,0,0
không được xác nhận,0,0
không dứt,0,0
không đứt quãng,0,0
không gai,0,0
không gây ấn tượng sâu sắc,0,0
không gây chú ý,0,0
không gây nổ,0,0
không gây xúc động,0,0
không ghi địa chỉ,0,0
không giảm bớt,0,0
không giãn ra,0,0
không giăng,0,0
không giáo phái,0,0
không giặt,0,0
không giật gân,0,0
không giấu giếm,0,0
không giàu tình thương,0,0
không giỏi,0,0
không giống,0,0
không giống con gái,0,0
không giống tổng thống,0,0
không gợi tình,0,0
không gồm,0,0
không hài hoà,0,0
không ham,0,0
không ham hở,0,0
không hạn chế,0,0
không háo hức,0,0
không hấp thụ,0,0
không hạt,0,0
không hay chỉ trích,0,0
không hết,0,0
không hiện hành,0,0
không hiện hữu,0,0
không hiển nhiên,0,0
không hiếu kì,0,0
không hiệu quả,0,0
không hoà hợp,0,0
không hoạn,0,0
không hoàn chỉnh,0,0
không hoàn hảo,0,0
không hoạt bát,0,0
không hoạt động,0,0
không hoạt động bình thường,0,0
không hợp,0,0
không hợp hiến,0,0
không hợp lệ,0,0
không hợp nhau,0,0
không hột,0,0
không ion hoá,0,0
không i-on hoá,0,0
không kéo giãn,0,0
không kháng cự,0,0
không kháng cự được,0,0
không khát khao,0,0
không khéo,0,0
không khép,0,0
không khí giới,0,0
không khích động,0,0
không khít,0,0
không khoa học,0,0
không khoan hồng,0,0
không khoan nhượng,0,0
không khớp,0,0
không kích động,0,0
không kích thích,0,0
không kịch tính,0,0
không kiêu căng,0,0
không lai,0,0
không lặn được,0,0
không lành,0,0
không lành mạnh,0,0
không lát đá,0,0
không lâu,0,0
không lâu bền,0,0
không lây nhiễm,0,0
không lấy tiền,0,0
không lẻ,0,0
không liên can,0,0
không liên kết,0,0
không liền nhau,0,0
không liên quan,0,0
không liên tiếp,0,0
không liên từ,0,0
không liên tục,0,0
không lông,0,0
không mặc áo giáp,0,0
không mắc lỗi,0,0
không mắc trách nhiệm,0,0
không mang điện,0,0
không mang điện tích,0,0
không mang tính bè phái,0,0
không mang tính cá nhân,0,0
không mang tính cạnh tranh,0,0
không mang tính đại diện,0,0
không mang tính tranh đua,0,0
không mắt,0,0
không mặt,0,0
không màu,0,0
không mềm dẻo,0,0
không miêu tả được,0,0
không mờ,0,0
không mô phỏng,0,0
không mô tả được,0,0
không mong,0,0
không mùi,0,0
không nặng,0,0
không ngạc nhiên,0,0
không ngạnh,0,0
không ngẫu nhiên,0,0
không nghe được,0,0
không nghe thấy,0,0
không nghỉ,0,0
không nghiêm,0,0
không ngờ,0,0
không ngớt,0,0
không ngừng,0,0
không nguôi,0,0
không ngượng,0,0
không nguyên chất,0,0
không nhạc,0,0
không nhạc đệm,0,0
không nhăn,0,0
không nhấn,0,0
không nhấn mạnh,0,0
không nhận thấy được,0,0
không nhận thức được,0,0
không nhánh,0,0
không nhanh nhảu,0,0
không nhau,0,0
không nhàu,0,0
không nhiệt,0,0
không nhiều,0,0
không nhọn,0,0
không nhộn nhịp,0,0
không nổ,0,0
không nói trước,0,0
không nóng,0,0
không nữ tính,0,0
không ở được,0,0
không oằn,0,0
không ổn định,0,0
không ôn hoà,0,0
không pha trộn,0,0
không phải con người,0,0
không phải nguyên bản,0,0
không phải nhà nghề,0,0
không phản chiếu,0,0
không phân cực,0,0
không phản đối,0,0
không phản quang,0,0
không phản xạ,0,0
không phát âm,0,0
không phê bình,0,0
không phê phán,0,0
không phổ biến,0,0
không phóng xạ,0,0
không phụ thuộc,0,0
không phức tạp,0,0
không phục tùng,0,0
không quang hợp,0,0
không quen,0,0
không quen biết,0,0
không quét sơn,0,0
không quốc tịch,0,0
không ra hình gì,0,0
không ra vẻ tổng thống,0,0
không rắc rối,0,0
không ràng buộc,0,0
không rành mạch,0,0
không rỉ,0,0
không rửa,0,0
không rung,0,0
không sâu,0,0
không say,0,0
không size,0,0
không so khớp,0,0
không sôi nổi,0,0
không sơn,0,0
không sống động,0,0
không sống thành bầy,0,0
không sống thành đàn,0,0
không sử dụng ngôn ngữ,0,0
không sửa đổi,0,0
không sủi,0,0
không sủi bọt,0,0
không sủi tăm,0,0
không sừng,0,0
không suy suyển,0,0
không tay áo,0,0
không tha thiết,0,0
không tham gia,0,0
không thấm hút,0,0
không thấm khí,0,0
không thâm nhập,0,0
không thẳng đứng,0,0
không thẳng thắn,0,0
không thắng yên,0,0
không thành tiếng,0,0
không thạo,0,0
không thay đổi được,0,0
không thể ấn tượng,0,0
không thể bác bỏ,0,0
không thể bàn cãi,0,0
không thể bắt bẻ,0,0
không thể bị phản đối,0,0
không thể chấp nhận,0,0
không thể chối bỏ,0,0
không thể chối cãi,0,0
không thể đảo ngược lại,0,0
không thể đạt được,0,0
không thể để bị tấn công,0,0
không thể đo được,0,0
không thể hiểu nổi,0,0
không thể lầm lẫn,0,0
không thể lay chuyển,0,0
không thể mắc sai lầm,0,0
không thể nghe được,0,0
không thể nghe thấy,0,0
không thể nghe thấy được,0,0
không thể phạm sai lầm,0,0
không thể phản đối được,0,0
không thể quên được,0,0
không thể sai lầm,0,0
không thể sờ được,0,0
không thể so sánh,0,0
không thể so sánh được,0,0
không thể tái sản xuất,0,0
không thể tấn công,0,0
không thể thay đổi,0,0
không thể thực hiện được,0,0
không thể tranh cãi,0,0
không thể tránh được,0,0
không thể trông thấy,0,0
không thể xâm phạm,0,0
không theo,0,0
không theo chu kì,0,0
không theo đạo thế tục,0,0
không theo định kì,0,0
không theo kế hoạch,0,0
không theo lịch trình,0,0
không theo quy định,0,0
không theo quy tắc,0,0
không theo quy ước,0,0
không theo thông lệ,0,0
không thích hợp nhất,0,0
không thích tranh cãi,0,0
không thích tranh luận,0,0
không thiến,0,0
không thiết tha,0,0
không thoát nước,0,0
không thống nhất,0,0
không thông thường,0,0
không thực,0,0
không thuộc cơ giới,0,0
không thuộc con người,0,0
không thuộc công đoàn,0,0
không thuộc máy móc,0,0
không thuộc nguyên bản,0,0
không thuộc sân khấu,0,0
không thuộc về xã hội,0,0
không thương người,0,0
không tích điện,0,0
không tiền tệ,0,0
không tiên tri,0,0
không tiêu biểu,0,0
không tín ngưỡng,0,0
không tính toán,0,0
không tinh vi,0,0
không tính xuể,0,0
không tò mò,0,0
không tối,0,0
không tồn tại,0,0
không trần tục,0,0
không trăng,0,0
không trang điểm,0,0
không trang trí,0,0
không tranh đua,0,0
không trói buộc,0,0
không tròn,0,0
không trọng lượng,0,0
không trọng tín ngưỡng,0,0
không trú ngụ được,0,0
không trực tiếp,0,0
không trùng lặp,0,0
không trường cửu,0,0
không tuần hoàn,0,0
không tuân theo,0,0
không tưởng,0,0
không tương ứng,0,0
không tương xứng,0,0
không ưa giao thiệp,0,0
không ủng hộ,0,0
không uốn cong được,0,0
không vắt chéo,0,0
không việt vị,0,0
không vĩnh viễn,0,0
không vỏ,0,0
không vòng,0,0
không vũ khí,0,0
không xác định,0,0
không xách tay được,0,0
không xâm nhập,0,0
không xuể,0,0
không xứng đáng,0,0
không xứng đáng với một bà quý phái,0,0
không xứng là đàn ông,0,0
không xứng là kẻ nam nhi,0,0
không xương sống,0,0
không yên,0,0
không yêu,0,0
khu biệt,0,0
khu vực,0,0
khuất gió,0,0
khuất nẻo,0,0
khúc khuỷu,0,0
khúc xương,0,0
khuếch trương,0,0
khuôn mẫu,0,0
khuyên,0,0
khuyên nhủ,0,0
khuyết danh,0,0
khuynh gia bại sản,0,0
kì,0,0
kĩ,0,0
kì dị,0,0
kì diệu,0,0
kí gửi,0,0
kị khí,0,0
kì lạ,0,0
kỉ luật,0,0
kị nhau,0,0
kĩ thuật,0,0
kĩ thuật số,0,0
kĩ tính,0,0
kia,0,0
kịch,0,0
kiềm,0,0
kiên nghị,0,0
kiêng,0,0
kiệt,0,0
kiểu,0,0
kim loại,0,0
kín,0,0
kín gió,0,0
kín hơi,0,0
kín kẽ,0,0
kín khí,0,0
kín nước,0,0
kinh doanh,0,0
kinh nghiệm luận,0,0
kinh niên,0,0
kinh tế,0,0
kinh viện,0,0
kỳ,0,0
kỹ,0,0
kỵ khí,0,0
kỷ luật,0,0
kỵ nhau,0,0
kỹ thuật số,0,0
kỹ tính,0,0
lá chẻ,0,0
lá đơn,0,0
lá khía,0,0
lạ kì,0,0
lạ thường,0,0
lá xẻ,0,0
lác ngoài,0,0
lác phân kì,0,0
lai căng,0,0
lầm,0,0
lắm,0,0
làm bán thời gian,0,0
làm bộ,0,0
làm buốt,0,0
làm cho đau đớn,0,0
làm dịu đi,0,0
làm giả,0,0
làm mát,0,0
lắm mấu,0,0
làm mê hồn,0,0
làm mê mẩn,0,0
làm mê mệt,0,0
làm ngạt,0,0
làm ngay,0,0
làm ngay được,0,0
làm nghẹt,0,0
làm nhức nhối,0,0
làm nông,0,0
làm nửa ngày,0,0
làm phản,0,0
làm say mê,0,0
làm suy nhược,0,0
làm suy yếu,0,0
làm từ trước,0,0
làm ứng biến,0,0
làm vị ngữ,0,0
làm vườn,0,0
làm yếu sức,0,0
lẩn,0,0
lặn,0,0
lân cận,0,0
lần chần,0,0
lần khần,0,0
lan khắp,0,0
lẫn nhau,0,0
lần nửa,0,0
lân quang,0,0
lan rộng,0,0
lân tinh,0,0
lấn vào trong,0,0
lâng,0,0
lắng,0,0
lặng,0,0
lãng quên,0,0
lạnh,0,0
lạnh giá,0,0
lành lẽ,0,0
lạnh lẽo,0,0
lạnh ngắt,0,0
lãnh thổ,0,0
lạnh và ẩm ướt,0,0
lặp,0,0
lặp đi lặp lại,0,0
lập lờ,0,0
lấp lửng,0,0
lắp ráp,0,0
lặp từ,0,0
lập tức,0,0
lặp ý,0,0
lạt,0,0
láu,0,0
lâu,0,0
lâu dài,0,0
lâu đời,0,0
lầu dưới,0,0
lấy làm tiếc,0,0
lây nhiễm,0,0
lề,0,0
lẻ,0,0
lé ngoài,0,0
lè nhè,0,0
lé phân kì,0,0
lê thê,0,0
legato,0,0
lên,0,0
lên xuống,0,0
leo lét,0,0
lèo tèo,0,0
lều,0,0
li khai,0,0
lí luận,0,0
li tâm,0,0
lí thuyết,0,0
lí thuyết suông,0,0
lí tưởng,0,0
lịch đại,0,0
lích kích,0,0
lịch sử,0,0
lịch thư,0,0
liền,0,0
liên bang,0,0
liên can,0,0
liên cơ,0,0
liên hệ,0,0
liên hợp,0,0
liền kề,0,0
liên lục địa,0,0
liền mạch,0,0
liên miên,0,0
liền một mạch,0,0
liền nhau,0,0
liên quan,0,0
liên tiếp,0,0
liên tục,0,0
liên vận,0,0
liệt,0,0
liệt dương,0,0
liều,0,0
liều mạng,0,0
liêu xiêu,0,0
linh hoạt,0,0
líu quýu,0,0
lô gic,0,0
lo liệu,0,0
lờ lững,0,0
lờ phờ,0,0
lo xa,0,0
loã,0,0
loá mắt,0,0
loại,0,0
loài người,0,0
loạn,0,0
loãng,0,0
loạng choạng,0,0
lôgic,0,0
lô-gích,0,0
lồi,0,0
lời ám chỉ,0,0
lối đi vào,0,0
lồi lõm,0,0
lội nước,0,0
lòi ra,0,0
lồi ra,0,0
lõm,0,0
lởm chởm,0,0
lờm xờm,0,0
lộn,0,0
lộn chiều,0,0
lớn hơn,0,0
lớn hơn bình thường,0,0
lộn lại được,0,0
lớn lao,0,0
lổn nhổn,0,0
lớn rộng,0,0
lộn tu,0,0
lớn tuổi,0,0
lông,0,0
lỏng,0,0
lòng đào,0,0
lòng đất,0,0
lỏng lẻo,0,0
long ra,0,0
lông tơ,0,0
long trọng,0,0
lót,0,0
lột xác,0,0
lử cò bợ,0,0
lửa mừng,0,0
lứa tuổi,0,0
luân lí,0,0
luân lý,0,0
luân phiên,0,0
luật lệ chính thống,0,0
lục địa,0,0
lực kéo,0,0
lực lưỡng,0,0
lúc nào đó,0,0
lùi,0,0
lùi lại,0,0
lùn,0,0
lùn bè,0,0
lùn mập,0,0
lùn và chắc mập,0,0
lùn và mập,0,0
lủng,0,0
lưng chừng,0,0
lững lờ,0,0
lùng nhùng,0,0
lưỡi,0,0
lười chảy thây,0,0
lưỡi liềm,0,0
luôn luôn tái diễn,0,0
lượng,0,0
lưỡng bội,0,0
lưỡng cực,0,0
luống cuống,0,0
lưỡng nghĩa,0,0
lụt,0,0
lưu động,0,0
lưu trữ,0,0
lưu vực,0,0
luỹ tiến,0,0
luýnh quýnh,0,0
ly tâm,0,0
ly tiếp,0,0
mạ,0,0
mặc,0,0
mắc bệnh còi xương,0,0
mặc quần áo,0,0
mắc tiền,0,0
mài sắc,0,0
mải suy nghĩ,0,0
mặn,0,0
mãn dục,0,0
mằn mặn,0,0
mãn nguyện,0,0
mãn tính,0,0
mang,0,0
máng,0,0
mạng,0,0
mang điện,0,0
mang điện tích,0,0
mang gánh nặng,0,0
mang nguy cơ lây bệnh,0,0
máng nước,0,0
mang tính bàn luận,0,0
mang tính biểu tượng,0,0
mang tính chất sân khấu,0,0
mang tính địa phương,0,0
mang tính hàm chỉ,0,0
mang tính hợp nhất,0,0
mang tính khu vực,0,0
mang tính kỉ luật,0,0
mang tính kĩ thuật,0,0
mang tính kỹ thuật,0,0
mang tính ngôn ngữ,0,0
mang tính quyết định,0,0
mang tính sắc thái,0,0
mang tính thống nhất,0,0
mang tính thủ tục,0,0
mảnh,0,0
mảnh mai,0,0
mảnh vụn,0,0
mào,0,0
mao dẫn,0,0
mạo hiểm,0,0
mao mạch,0,0
mao quản,0,0
mấp mô,0,0
mật,0,0
mặt,0,0
mắt cá,0,0
mặt lồi,0,0
mặt lồi mặt lõm,0,0
mặt lõm,0,0
mất nước,0,0
mặt sau,0,0
máu,0,0
màu,0,0
mầu,0,0
màu bạc,0,0
màu chàm,0,0
mầu chàm,0,0
mấu chốt,0,0
màu hạt dẻ,0,0
mẫu hệ,0,0
màu hoe,0,0
mầu hoe,0,0
máu lạnh,0,0
máu mủ,0,0
màu nâu đỏ,0,0
mẫu quyền,0,0
màu sắc,0,0
màu vàng,0,0
màu vàng hoe,0,0
mầu vàng hoe,0,0
màu xám đá,0,0
mầu xám đá,0,0
màu xám đậm,0,0
mầu xám đậm,0,0
màu xám đen,0,0
mầu xám đen,0,0
máy,0,0
máy kéo,0,0
may mà chuẩn,0,0
may mà đúng,0,0
may mà được,0,0
mày râu,0,0
mê,0,0
mê man,0,0
mê mẩn,0,0
mê sảng,0,0
mềm,0,0
mềm xốp,0,0
mèng,0,0
mênh mông,0,0
méo,0,0
mép,0,0
miễn,0,0
miền cao nguyên,0,0
miễn dịch,0,0
miền Đông Mĩ,0,0
miên man,0,0
miễn trừ,0,0
miệng,0,0
mịn,0,0
mịn màng,0,0
mình,0,0
minh họa,0,0
minh mẫn,0,0
mỏ,0,0
mờ,0,0
mở,0,0
mộ đạo,0,0
mờ đục,0,0
mở hé cửa,0,0
mở khóa,0,0
mò mẫm,0,0
mờ nhạt,0,0
mô phạm,0,0
mở toang,0,0
mở toang hoang,0,0
mọc cánh,0,0
mọc đối,0,0
mọc đối nhau,0,0
mọc so le,0,0
mọc thành cặp,0,0
mọc theo cặp,0,0
mọc xen kẽ,0,0
mod,0,0
mọi,0,0
mới bắt đầu,0,0
mỗi đêm,0,0
mọi mặt,0,0
mỗi ngày,0,0
mới nguyên,0,0
mới toanh,0,0
mỏng,0,0
mọng,0,0
móng cầu,0,0
mong manh,0,0
mỏng manh,0,0
mỏng mảnh,0,0
mong manh dễ vỡ,0,0
mọng nước,0,0
mỏng rớt,0,0
mốt,0,0
một,0,0
một chiều,0,0
một chút,0,0
một chút mềm,0,0
một cực,0,0
một làn,0,0
một mạch,0,0
một mảnh,0,0
một mất một còn,0,0
một năm,0,0
một người vì mọi người,0,0
một nửa,0,0
một tá,0,0
một tai,0,0
một trăm,0,0
một triệu,0,0
một tuổi,0,0
một vạn,0,0
mù,0,0
mủ,0,0
mù sương,0,0
mũ trùm đầu,0,0
mùa đông,0,0
mua lại,0,0
mùa thu,0,0
mục,0,0
mũi tên,0,0
mùn,0,0
muối,0,0
mười,0,0
mười hai,0,0
mười lần,0,0
mười ngàn,0,0
mười nghìn,0,0
muối tiêu,0,0
mượn,0,0
mương,0,0
mượt,0,0
mượt mà,0,0
mưu kế,0,0
mỹ phẩm,0,0
na ná,0,0
nam,0,0
năm,0,0
năm áp chót,0,0
nằm bên trái,0,0
nam cao,0,0
năm cuối,0,0
nằm dưới bề mặt,0,0
nam giới,0,0
năm một,0,0
nằm ngang,0,0
nằm phía trái,0,0
năm thứ ba,0,0
nam trung,0,0
nam tước,0,0
nặng,0,0
nặng kí,0,0
nặng ký,0,0
năng nổ,0,0
năng suất,0,0
nào đó,0,0
não nuột,0,0
nâu,0,0
nâu đỏ,0,0
nấu nướng,0,0
nâu sẫm,0,0
nay,0,0
này,0,0
nảy,0,0
nẩy,0,0
nền,0,0
nén lại,0,0
nên tránh,0,0
net,0,0
ngà,0,0
ngà ngà,0,0
ngả nghiêng,0,0
ngả về,0,0
ngầm,0,0
ngậm lại,0,0
ngâm trong nước,0,0
ngăn,0,0
ngẩn,0,0
ngăn cản,0,0
ngăn chặn,0,0
ngắn gọn,0,0
ngăn ngắn,0,0
ngần ngừ,0,0
ngang,0,0
ngang nhau,0,0
ngập,0,0
ngập nước,0,0
ngập tràn,0,0
ngắt âm,0,0
ngất ngây,0,0
ngắt quãng,0,0
ngẩu nhiên,0,0
ngay,0,0
ngay cạnh,0,0
ngay dưới,0,0
ngay lập tức,0,0
ngày nay,0,0
ngày này,0,0
ngày tận thế,0,0
ngay thức thời,0,0
ngay trước mắt,0,0
ngay tức khắc,0,0
ngay tức thì,0,0
ngay tức thời,0,0
ngày xưa,0,0
nghệ,0,0
nghe rõ,0,0
